,Carat Weight,Cut,Color,Clarity,Polish,Symmetry,Report,Price
1824,0.75,Ideal,I,VS2,EX,EX,GIA,2680
1825,0.85,Ideal,G,SI1,VG,EX,GIA,3403
1826,1.02,Good,F,SI1,VG,VG,GIA,4983
1827,0.81,Very Good,I,VS2,G,G,GIA,2714
1828,1.51,Very Good,I,VS2,G,VG,GIA,9058
1829,1.0,Good,I,VS1,EX,G,GIA,4489
1830,2.1,Very Good,F,VS2,EX,EX,GIA,29308
1831,1.06,Ideal,G,VS2,VG,EX,GIA,6570
1832,2.02,Very Good,D,VS2,VG,G,GIA,31941
1833,1.58,Ideal,H,VVS2,EX,EX,GIA,13397
1834,0.91,Very Good,I,VS2,VG,G,GIA,3664
1835,1.04,Very Good,G,VVS2,G,G,GIA,8107
1836,2.58,Ideal,E,VS2,VG,EX,GIA,40625
1837,1.54,Ideal,H,VS1,ID,ID,AGSL,12120
1838,1.23,Ideal,H,VVS2,EX,EX,GIA,8509
1839,0.96,Very Good,H,SI1,EX,VG,GIA,4027
1840,2.19,Ideal,G,IF,EX,EX,GIA,40667
1841,1.23,Very Good,I,VS2,G,VG,GIA,5874
1842,1.2,Very Good,G,VS1,G,VG,GIA,8150
1843,1.5,Good,I,VS2,EX,VG,GIA,8999
1844,1.0,Good,G,SI1,VG,G,GIA,4859
1845,1.21,Very Good,E,VVS2,EX,VG,GIA,11213
1846,1.22,Good,G,VS2,EX,VG,GIA,8533
1847,1.01,Very Good,G,VS2,EX,G,GIA,5777
1848,1.59,Ideal,D,SI1,VG,VG,GIA,13298
1849,1.14,Signature-Ideal,G,VS1,ID,ID,AGSL,9090
1850,1.09,Ideal,E,VS1,VG,EX,GIA,8810
1851,1.15,Very Good,E,VVS1,VG,VG,GIA,11906
1852,1.2,Ideal,G,VS1,VG,VG,GIA,8954
1853,1.2,Very Good,D,SI1,EX,VG,GIA,8089
1854,0.9,Good,E,SI1,VG,VG,GIA,3931
1855,2.18,Ideal,H,VS2,EX,EX,GIA,23470
1856,0.9,Good,D,SI1,EX,VG,GIA,4117
1857,0.91,Very Good,G,VS2,EX,EX,GIA,5484
1858,1.0,Very Good,E,SI1,EX,EX,GIA,6207
1859,1.14,Ideal,E,VS1,VG,VG,GIA,8845
1860,1.5,Very Good,H,VVS1,VG,VG,GIA,11654
1861,1.1,Signature-Ideal,G,SI1,ID,ID,AGSL,6837
1862,1.0,Very Good,E,SI1,VG,VG,GIA,5051
1863,1.72,Ideal,G,SI1,ID,ID,AGSL,13215
1864,2.02,Very Good,H,VS1,VG,VG,GIA,21039
1865,1.34,Very Good,I,VS2,VG,VG,GIA,6883
1866,1.01,Ideal,D,VS1,EX,EX,GIA,8977
1867,0.9,Very Good,D,SI1,VG,VG,GIA,4661
1868,1.52,Ideal,F,VVS2,EX,EX,GIA,20211
1869,1.0,Very Good,E,VS2,EX,EX,GIA,7060
1870,1.2,Very Good,G,IF,EX,EX,GIA,10495
1871,1.21,Very Good,D,VVS2,VG,VG,GIA,13630
1872,0.85,Ideal,D,SI1,VG,VG,GIA,3639
1873,2.0,Good,F,SI1,G,G,GIA,18376
1874,1.08,Very Good,G,VS2,VG,G,GIA,6777
1875,1.5,Good,F,SI1,G,G,GIA,11668
1876,1.52,Very Good,I,SI1,ID,EX,AGSL,9163
1877,1.04,Ideal,G,VS2,VG,VG,GIA,6481
1878,1.02,Very Good,E,SI1,VG,VG,GIA,5207
1879,1.64,Signature-Ideal,I,VS2,ID,ID,AGSL,12199
1880,2.0,Good,G,VS2,EX,G,GIA,20426
1881,2.64,Very Good,D,IF,VG,EX,GIA,93813
1882,0.9,Very Good,I,SI1,G,G,GIA,3168
1883,1.01,Very Good,G,VS1,EX,EX,GIA,6905
1884,0.9,Ideal,H,VS1,VG,EX,AGSL,4634
1885,0.9,Good,F,VS1,VG,VG,GIA,4508
1886,0.9,Very Good,H,VS2,VG,VG,GIA,4314
1887,1.4,Ideal,G,VVS2,VG,VG,GIA,14231
1888,2.01,Very Good,D,SI1,VG,VG,GIA,21440
1889,2.09,Very Good,H,VS2,EX,VG,GIA,22791
1890,0.91,Good,D,SI1,VG,G,GIA,4265
1891,0.92,Very Good,D,SI1,VG,VG,GIA,5209
1892,1.01,Very Good,F,SI1,EX,EX,GIA,5231
1893,0.79,Ideal,E,SI1,G,G,GIA,3171
1894,1.83,Ideal,G,VS2,EX,EX,GIA,19293
1895,1.06,Ideal,F,VVS1,VG,EX,GIA,10307
1896,0.9,Good,D,SI1,EX,EX,GIA,4362
1897,1.0,Good,D,VVS2,VG,EX,GIA,8949
1898,0.76,Ideal,D,SI1,EX,EX,GIA,3306
1899,2.13,Ideal,H,SI1,EX,EX,GIA,19969
1900,2.03,Ideal,F,VS2,EX,EX,GIA,27293
1901,1.55,Ideal,I,VS1,ID,ID,AGSL,10583
1902,1.08,Good,E,SI1,VG,VG,GIA,5575
1903,0.79,Very Good,F,SI1,G,VG,GIA,2878
1904,1.06,Very Good,G,SI1,EX,EX,GIA,5435
1905,1.37,Ideal,I,VS2,ID,ID,AGSL,7966
1906,1.5,Very Good,E,SI1,EX,EX,GIA,11194
1907,2.0,Good,G,VS2,VG,G,GIA,24376
1908,1.46,Very Good,D,IF,EX,VG,AGSL,25848
1909,2.32,Very Good,F,VS2,VG,G,GIA,32906
1910,2.08,Ideal,E,VS1,EX,EX,GIA,35771
1911,0.76,Very Good,G,VVS2,G,G,GIA,3394
1912,1.05,Very Good,H,SI1,VG,VG,GIA,5406
1913,2.07,Very Good,G,VS2,G,G,GIA,27305
1914,1.28,Ideal,G,VVS2,EX,EX,GIA,11996
1915,1.01,Ideal,H,SI1,VG,VG,GIA,4886
1916,2.01,Very Good,G,VS1,VG,G,GIA,25556
1917,1.01,Ideal,D,VVS2,VG,VG,GIA,10819
1918,1.09,Ideal,I,VS2,EX,EX,GIA,5421
1919,0.8,Very Good,G,SI1,G,VG,GIA,2885
1920,1.01,Ideal,E,VS2,VG,VG,GIA,6956
1921,1.01,Ideal,G,VS2,ID,ID,AGSL,6439
1922,0.78,Ideal,G,VS1,EX,EX,GIA,3736
1923,2.61,Ideal,I,SI1,EX,EX,GIA,22110
1924,2.51,Ideal,D,VS1,VG,VG,GIA,46395
1925,1.05,Very Good,I,VS2,VG,VG,GIA,4975
1926,1.76,Good,H,SI1,G,VG,GIA,12429
1927,1.16,Ideal,G,SI1,EX,EX,GIA,5908
1928,2.39,Ideal,H,VVS1,VG,VG,GIA,31857
1929,1.05,Ideal,H,SI1,EX,EX,GIA,4924
1930,1.46,Good,E,VS2,G,VG,GIA,11851
1931,1.01,Very Good,H,VVS1,EX,ID,AGSL,6733
1932,1.54,Ideal,G,VS1,ID,ID,AGSL,14462
1933,1.51,Very Good,F,SI1,VG,G,GIA,11164
1934,1.18,Ideal,I,SI1,VG,EX,GIA,5378
1935,1.03,Very Good,G,VS2,EX,EX,GIA,6931
1936,0.83,Ideal,H,VVS1,EX,EX,GIA,3846
1937,1.39,Very Good,I,VS2,G,G,GIA,7130
1938,0.91,Ideal,E,SI1,EX,EX,GIA,5458
1939,1.24,Ideal,I,SI1,EX,EX,GIA,6232
1940,2.03,Very Good,I,VS2,EX,EX,GIA,16685
1941,1.12,Ideal,E,VS1,EX,VG,GIA,9719
1942,1.0,Good,G,VS1,EX,EX,GIA,6187
1943,1.51,Good,F,VVS2,EX,EX,GIA,14654
1944,1.2,Ideal,I,VS2,G,VG,GIA,5514
1945,2.0,Very Good,D,VS2,VG,G,GIA,24578
1946,1.01,Very Good,H,SI1,EX,EX,GIA,5026
1947,1.5,Very Good,I,VS2,G,G,GIA,8827
1948,0.79,Ideal,D,SI1,EX,EX,GIA,3605
1949,0.79,Ideal,I,VS1,VG,VG,GIA,2846
1950,0.92,Very Good,H,SI1,G,G,GIA,3800
1951,2.09,Ideal,H,VS1,EX,VG,GIA,22315
1952,1.08,Very Good,H,SI1,VG,EX,GIA,5127
1953,2.03,Very Good,H,VS1,VG,G,GIA,19249
1954,2.17,Ideal,I,VS1,EX,EX,GIA,21482
1955,1.19,Good,G,SI1,G,G,GIA,4958
1956,1.54,Very Good,I,IF,VG,G,GIA,10937
1957,1.05,Ideal,F,VS2,VG,EX,GIA,7019
1958,1.0,Good,H,SI1,VG,VG,GIA,4574
1959,2.51,Ideal,H,VS2,VG,VG,GIA,28105
1960,1.5,Very Good,E,VVS1,VG,G,GIA,21690
1961,0.76,Ideal,H,VVS1,EX,VG,GIA,3363
1962,0.84,Very Good,F,VS2,VG,VG,GIA,3174
1963,1.66,Ideal,I,VS2,EX,EX,GIA,10795
1964,0.83,Ideal,D,SI1,EX,EX,GIA,3990
1965,2.04,Very Good,I,SI1,ID,ID,AGSL,17323
1966,0.92,Ideal,D,VS2,EX,EX,GIA,6734
1967,1.59,Very Good,F,VVS2,VG,VG,GIA,18406
1968,1.02,Very Good,G,VVS2,EX,G,GIA,7292
1969,1.12,Signature-Ideal,E,VS2,ID,ID,AGSL,9710
1970,2.01,Good,H,VS1,VG,VG,GIA,20157
1971,2.01,Very Good,D,VS1,VG,VG,GIA,40217
1972,0.76,Ideal,D,VS1,EX,EX,GIA,3746
1973,1.09,Very Good,F,VS2,EX,EX,GIA,6990
1974,1.51,Very Good,I,VS2,EX,EX,GIA,9297
1975,1.5,Very Good,F,SI1,EX,VG,GIA,10372
1976,1.01,Fair,I,VS1,VG,G,GIA,4263
1977,0.76,Very Good,G,VS2,EX,VG,GIA,2699
1978,1.65,Ideal,I,VS1,VG,EX,GIA,11472
1979,0.77,Ideal,H,VVS1,EX,VG,GIA,3638
1980,0.91,Very Good,F,SI1,EX,VG,GIA,4785
1981,0.91,Very Good,H,VVS2,EX,EX,GIA,4389
1982,2.03,Ideal,H,VS1,VG,VG,GIA,24768
1983,1.08,Very Good,I,SI1,EX,EX,GIA,4790
1984,0.77,Very Good,G,SI1,VG,VG,GIA,2915
1985,1.48,Good,G,IF,G,G,GIA,15164
1986,2.01,Ideal,H,VS1,VG,G,GIA,21204
1987,0.8,Very Good,F,SI1,VG,VG,GIA,3532
1988,2.26,Good,G,VS2,VG,VG,GIA,26847
1989,1.0,Very Good,F,SI1,EX,G,GIA,4908
1990,1.09,Signature-Ideal,I,VS1,EX,EX,GIA,6225
1991,0.91,Good,F,SI1,EX,VG,GIA,3893
1992,2.13,Ideal,G,VVS2,EX,EX,GIA,31390
1993,1.12,Good,G,SI1,EX,VG,GIA,5640
1994,1.01,Good,G,SI1,VG,G,GIA,4805
1995,2.01,Good,I,VS2,EX,EX,AGSL,15290
1996,2.41,Ideal,I,SI1,EX,EX,GIA,19515
1997,1.04,Very Good,D,IF,G,G,GIA,14206
1998,0.91,Ideal,D,SI1,ID,ID,AGSL,5142
1999,2.28,Very Good,F,VS1,VG,VG,GIA,37274
2000,1.01,Very Good,F,IF,EX,G,GIA,9873
2001,2.0,Good,F,SI1,EX,EX,GIA,18069
2002,1.51,Very Good,I,VS2,VG,VG,GIA,9058
2003,1.33,Good,G,VS1,VG,G,GIA,10096
2004,0.78,Ideal,D,VS2,EX,VG,GIA,3736
2005,0.78,Very Good,E,SI1,EX,EX,GIA,2565
2006,1.01,Good,E,VS2,VG,G,GIA,5829
2007,1.38,Ideal,H,SI1,VG,VG,GIA,7930
2008,1.01,Very Good,G,VVS2,VG,EX,GIA,8538
2009,0.81,Good,H,SI1,VG,VG,GIA,2534
2010,1.11,Signature-Ideal,G,VVS2,EX,EX,GIA,10266
2011,1.01,Very Good,F,SI1,VG,VG,GIA,5174
2012,1.05,Ideal,H,SI1,VG,VG,GIA,5095
2013,2.01,Ideal,H,VS2,EX,EX,GIA,21254
2014,1.01,Very Good,F,VVS2,VG,EX,GIA,7583
2015,2.02,Ideal,I,VS1,EX,EX,GIA,18324
2016,0.9,Very Good,D,SI1,EX,G,GIA,4405
2017,1.6,Ideal,I,VS1,EX,EX,GIA,11890
2018,2.0,Ideal,D,VS1,VG,VG,GIA,34689
2019,1.13,Ideal,D,VVS1,VG,EX,GIA,13335
2020,2.33,Very Good,I,SI1,VG,VG,GIA,18119
2021,1.04,Very Good,F,SI1,VG,G,AGSL,5490
2022,1.03,Ideal,E,VS1,ID,ID,AGSL,8385
2023,1.2,Ideal,G,VVS2,EX,EX,GIA,10812
2024,1.2,Very Good,I,SI1,VG,VG,GIA,5816
2025,2.28,Ideal,H,VVS1,EX,EX,GIA,25530
2026,1.09,Ideal,F,VVS2,VG,VG,GIA,9558
2027,1.07,Ideal,G,VVS2,ID,ID,AGSL,8145
2028,2.2,Very Good,G,VS1,EX,VG,GIA,32526
2029,2.02,Very Good,F,VS2,EX,VG,GIA,25815
2030,2.01,Very Good,F,VS2,EX,EX,GIA,28424
2031,1.0,Good,E,SI1,VG,G,GIA,4916
2032,1.24,Ideal,G,VVS1,EX,VG,GIA,10724
2033,1.3,Very Good,I,VS1,EX,VG,GIA,6819
2034,2.02,Very Good,I,VS2,EX,VG,GIA,16179
2035,1.31,Ideal,G,VVS1,EX,EX,GIA,13406
2036,2.02,Very Good,G,VS1,VG,EX,GIA,25190
2037,1.24,Very Good,G,VS2,G,G,GIA,8064
2038,0.75,Signature-Ideal,G,SI1,ID,ID,AGSL,3171
2039,1.06,Ideal,E,SI1,EX,EX,GIA,5798
2040,1.56,Ideal,E,VS2,EX,EX,GIA,14112
2041,1.64,Very Good,I,SI1,G,G,GIA,9144
2042,1.74,Very Good,G,VS2,VG,VG,GIA,15626
2043,2.15,Ideal,G,VVS2,ID,ID,AGSL,32374
2044,2.04,Very Good,G,SI1,VG,EX,GIA,19367
2045,0.9,Ideal,H,VS2,VG,VG,GIA,4403
2046,2.51,Ideal,H,SI1,VG,EX,GIA,25113
2047,1.57,Ideal,G,SI1,VG,VG,GIA,10621
2048,1.0,Fair,E,SI1,VG,G,GIA,4771
2049,2.05,Ideal,G,VS2,EX,EX,GIA,25544
2050,1.51,Very Good,D,SI1,VG,EX,GIA,12106
2051,0.92,Very Good,G,VVS2,VG,G,GIA,5183
2052,1.19,Signature-Ideal,D,SI1,EX,EX,GIA,9066
2053,1.03,Ideal,E,VVS2,EX,EX,GIA,10003
2054,0.91,Very Good,F,SI1,EX,VG,GIA,3991
2055,2.03,Ideal,E,VS2,EX,EX,GIA,30170
2056,1.5,Very Good,G,VS2,EX,VG,GIA,11392
2057,1.51,Ideal,I,VVS2,EX,EX,GIA,10821
2058,0.9,Very Good,D,SI1,G,VG,GIA,4518
2059,0.92,Signature-Ideal,I,SI1,EX,EX,GIA,4488
2060,1.29,Very Good,G,VS1,G,VG,GIA,9105
2061,1.19,Very Good,G,SI1,EX,VG,GIA,6127
2062,2.13,Very Good,I,SI1,EX,EX,AGSL,15965
2063,1.52,Ideal,G,VS2,ID,ID,AGSL,13809
2064,0.9,Good,E,SI1,VG,VG,GIA,3997
2065,1.01,Ideal,F,SI1,EX,EX,GIA,5932
2066,1.75,Ideal,I,VS2,ID,ID,AGSL,12531
2067,1.2,Very Good,G,SI1,EX,EX,GIA,7372
2068,1.05,Ideal,G,VVS2,VG,VG,GIA,8083
2069,2.05,Good,F,IF,G,G,GIA,41217
2070,1.02,Very Good,I,VS2,EX,EX,AGSL,4623
2071,2.08,Ideal,H,SI1,VG,VG,GIA,17469
2072,0.76,Ideal,D,VS2,VG,EX,GIA,3401
2073,1.13,Ideal,G,VVS1,VG,VG,GIA,10017
2074,2.28,Ideal,G,VVS2,VG,VG,GIA,33839
2075,2.01,Ideal,I,VVS2,EX,EX,GIA,22989
2076,1.31,Good,H,SI1,VG,VG,GIA,6793
2077,1.14,Ideal,D,IF,EX,EX,GIA,20452
2078,2.15,Very Good,H,VVS2,EX,EX,GIA,26580
2079,1.0,Fair,E,SI1,G,G,GIA,5212
2080,0.91,Ideal,I,VS1,EX,EX,GIA,3954
2081,2.26,Very Good,I,SI1,VG,EX,GIA,17845
2082,0.9,Good,E,SI1,G,G,GIA,3933
2083,1.16,Very Good,I,SI1,VG,VG,GIA,4586
2084,0.91,Very Good,F,SI1,VG,G,GIA,4437
2085,1.56,Ideal,H,SI1,VG,VG,GIA,10642
2086,2.33,Ideal,G,SI1,VG,VG,GIA,24894
2087,1.51,Very Good,F,VS2,VG,VG,GIA,13080
2088,1.0,Good,D,SI1,VG,VG,GIA,5727
2089,0.75,Ideal,E,VS1,VG,VG,GIA,3535
2090,2.07,Ideal,H,SI1,VG,VG,GIA,18311
2091,1.12,Signature-Ideal,H,VS1,ID,ID,AGSL,7788
2092,2.08,Very Good,H,VS2,EX,VG,GIA,20265
2093,2.12,Ideal,I,SI1,EX,EX,GIA,15364
2094,1.31,Signature-Ideal,G,VVS2,ID,ID,AGSL,13168
2095,1.01,Very Good,H,VS2,EX,VG,AGSL,5319
2096,1.26,Ideal,I,VVS1,EX,VG,GIA,7578
2097,1.7,Ideal,H,VS2,EX,EX,GIA,13848
2098,0.9,Good,E,VS2,VG,VG,GIA,4182
2099,1.3,Very Good,F,VS2,VG,VG,GIA,10298
2100,1.51,Good,H,SI1,EX,EX,GIA,10277
2101,0.82,Very Good,G,SI1,G,VG,GIA,3032
2102,1.06,Ideal,F,VS2,ID,ID,AGSL,7618
2103,0.92,Very Good,H,VS1,EX,VG,GIA,4188
2104,1.06,Ideal,H,VS2,VG,VG,GIA,5576
2105,1.31,Very Good,I,SI1,VG,G,GIA,6686
2106,1.21,Ideal,H,VVS1,ID,ID,AGSL,8286
2107,1.01,Good,F,VS2,EX,VG,GIA,6288
2108,1.0,Good,E,VS2,VG,VG,GIA,6315
2109,2.07,Ideal,I,VS2,EX,EX,GIA,17045
2110,2.23,Very Good,F,SI1,VG,VG,GIA,23837
2111,0.91,Very Good,G,SI1,G,VG,GIA,3959
2112,2.54,Very Good,F,VVS2,G,VG,GIA,50787
2113,2.29,Very Good,I,VS2,EX,EX,GIA,20914
2114,2.11,Very Good,I,VS2,VG,VG,GIA,16026
2115,0.96,Good,G,SI1,VG,VG,GIA,4234
2116,1.5,Good,E,VVS2,G,G,GIA,18034
2117,1.01,Ideal,D,SI1,VG,EX,GIA,5812
2118,1.13,Very Good,F,SI1,EX,EX,GIA,5017
2119,0.92,Very Good,E,SI1,G,VG,GIA,4232
2120,2.17,Ideal,G,SI1,VG,EX,GIA,20823
2121,0.91,Ideal,F,SI1,VG,EX,GIA,4267
2122,0.9,Very Good,E,VVS2,G,VG,GIA,5987
2123,1.0,Very Good,E,SI1,G,G,GIA,5413
2124,1.01,Very Good,D,SI1,EX,EX,GIA,6630
2125,2.13,Ideal,G,VS1,ID,ID,AGSL,29221
2126,1.0,Very Good,E,VS2,VG,G,GIA,6315
2127,1.25,Ideal,I,SI1,EX,EX,GIA,5821
2128,1.03,Very Good,H,VS2,VG,VG,GIA,5422
2129,1.51,Very Good,I,SI1,VG,VG,GIA,8813
2130,0.9,Very Good,G,SI1,EX,VG,GIA,3752
2131,2.0,Very Good,F,SI1,G,VG,GIA,19647
2132,1.07,Very Good,G,VS1,EX,EX,GIA,7168
2133,1.04,Very Good,I,SI1,VG,G,GIA,4175
2134,0.9,Very Good,G,VS2,G,G,GIA,4369
2135,1.06,Very Good,I,SI1,VG,EX,GIA,4507
2136,2.0,Good,H,SI1,VG,VG,GIA,17033
2137,1.05,Ideal,I,SI1,VG,VG,GIA,4494
2138,0.87,Very Good,F,VVS2,G,VG,GIA,4528
2139,1.24,Ideal,E,VVS1,EX,VG,GIA,14102
2140,1.06,Ideal,I,VS2,VG,VG,GIA,5013
2141,1.03,Ideal,F,IF,VG,VG,GIA,10615
2142,2.49,Very Good,G,VS1,VG,VG,GIA,36028
2143,1.5,Very Good,I,SI1,EX,VG,GIA,8127
2144,2.1,Ideal,F,SI1,VG,VG,GIA,19802
2145,1.05,Ideal,F,VVS2,ID,ID,AGSL,9908
2146,2.05,Ideal,G,VS1,EX,EX,GIA,27816
2147,1.58,Ideal,H,VVS1,VG,VG,GIA,14569
2148,1.06,Good,E,SI1,VG,EX,GIA,5924
2149,1.0,Very Good,F,SI1,EX,VG,GIA,5804
2150,1.0,Good,F,VS1,VG,G,GIA,6348
2151,0.91,Very Good,H,VS2,G,G,GIA,4193
2152,2.01,Very Good,E,SI1,G,VG,GIA,20399
2153,0.82,Ideal,E,SI1,VG,VG,GIA,3588
2154,1.3,Very Good,F,VS1,VG,VG,GIA,10810
2155,1.76,Ideal,E,VS1,ID,ID,AGSL,19593
2156,1.15,Very Good,G,SI1,VG,VG,GIA,5538
2157,1.0,Very Good,H,VS1,VG,G,GIA,5625
2158,1.07,Ideal,G,VVS2,EX,EX,GIA,9169
2159,1.13,Signature-Ideal,I,VS1,ID,ID,AGSL,6980
2160,0.9,Fair,I,VS1,VG,VG,GIA,3526
2161,0.9,Very Good,E,SI1,EX,VG,GIA,5387
2162,2.28,Very Good,H,VS2,EX,EX,GIA,22808
2163,0.94,Ideal,F,VS2,EX,EX,GIA,7120
2164,1.0,Good,D,SI1,G,G,GIA,5328
2165,0.91,Ideal,D,VS2,EX,EX,GIA,6444
2166,2.18,Ideal,G,VVS1,EX,EX,AGSL,34895
2167,1.02,Ideal,G,SI1,VG,VG,GIA,4988
2168,1.63,Very Good,G,VS2,VG,VG,GIA,13441
2169,1.01,Very Good,F,VVS2,VG,VG,GIA,9096
2170,1.01,Very Good,F,SI1,VG,VG,GIA,5436
2171,0.83,Very Good,E,VS1,VG,VG,GIA,4519
2172,0.9,Ideal,I,VS2,VG,VG,GIA,3629
2173,1.21,Signature-Ideal,I,SI1,ID,ID,AGSL,6688
2174,1.54,Very Good,G,VS1,VG,G,GIA,13284
2175,1.01,Very Good,D,VS2,G,G,GIA,6563
2176,1.52,Very Good,H,VS1,VG,G,GIA,10497
2177,2.08,Ideal,D,VS2,EX,EX,GIA,31542
2178,1.5,Very Good,G,VS2,VG,VG,GIA,13528
2179,1.02,Fair,E,SI1,VG,G,GIA,5681
2180,1.5,Very Good,D,VS2,EX,VG,GIA,13372
2181,1.1,Ideal,H,VS2,VG,VG,GIA,6387
2182,2.02,Very Good,H,VS2,G,VG,GIA,20444
2183,1.55,Ideal,F,VS1,EX,EX,GIA,17317
2184,1.35,Ideal,G,VVS2,EX,EX,GIA,13230
2185,1.26,Ideal,G,VS2,ID,ID,AGSL,9605
2186,1.08,Ideal,G,SI1,VG,VG,GIA,5462
2187,1.53,Very Good,E,VS1,VG,G,GIA,14931
2188,0.8,Ideal,E,VVS2,EX,EX,GIA,4747
2189,1.28,Ideal,G,VS2,VG,EX,GIA,9488
2190,1.28,Ideal,G,IF,EX,VG,GIA,11372
2191,2.03,Very Good,G,SI1,VG,VG,GIA,19926
2192,1.26,Signature-Ideal,F,VVS1,EX,EX,GIA,15247
2193,1.43,Ideal,H,VVS2,ID,ID,AGSL,10676
2194,0.93,Ideal,E,SI1,VG,G,GIA,4374
2195,1.06,Very Good,E,IF,VG,G,GIA,12642
2196,2.73,Very Good,G,VVS2,VG,VG,GIA,43163
2197,1.1,Ideal,G,VVS2,EX,EX,GIA,9856
2198,1.32,Very Good,H,SI1,VG,G,GIA,7270
2199,1.3,Fair,E,SI1,G,VG,AGSL,8040
2200,1.03,Ideal,G,VS2,VG,EX,GIA,7068
2201,2.01,Very Good,G,VS2,VG,EX,GIA,23015
2202,2.16,Ideal,I,SI1,EX,EX,GIA,18029
2203,2.3,Ideal,D,VVS2,VG,EX,GIA,54845
2204,1.01,Good,F,SI1,VG,VG,GIA,4866
2205,1.11,Very Good,G,VVS1,VG,VG,GIA,9117
2206,1.03,Ideal,E,SI1,EX,VG,GIA,5721
2207,2.04,Ideal,H,VS2,EX,EX,GIA,21094
2208,2.03,Ideal,H,VS1,EX,EX,GIA,21170
2209,1.21,Signature-Ideal,G,VS1,ID,ID,AGSL,10685
2210,1.03,Signature-Ideal,E,VVS2,EX,EX,GIA,11611
2211,0.75,Very Good,F,SI1,VG,EX,GIA,2693
2212,0.9,Good,I,VVS2,VG,VG,GIA,3718
2213,1.1,Ideal,G,VVS2,EX,EX,GIA,8832
2214,0.9,Very Good,H,VS2,VG,VG,GIA,3890
2215,1.51,Very Good,G,SI1,EX,EX,GIA,10576
2216,2.02,Very Good,E,VS1,VG,VG,GIA,31251
2217,1.02,Ideal,I,SI1,VG,VG,GIA,4229
2218,0.77,Ideal,G,VS2,EX,EX,GIA,3544
2219,2.6,Very Good,I,VS2,EX,VG,GIA,24230
2220,1.03,Ideal,G,VVS2,VG,EX,GIA,7894
2221,2.1,Ideal,G,VS2,EX,EX,AGSL,25488
2222,0.9,Ideal,H,SI1,ID,ID,AGSL,4198
2223,2.15,Very Good,F,SI1,G,VG,GIA,22570
2224,1.23,Ideal,G,VVS1,ID,ID,AGSL,10572
2225,1.01,Good,F,VVS2,VG,VG,GIA,7915
2226,1.14,Very Good,F,SI1,VG,G,GIA,5819
2227,2.05,Ideal,G,SI1,EX,EX,GIA,20668
2228,1.54,Very Good,G,VVS2,EX,EX,GIA,15225
2229,0.9,Very Good,H,VS2,VG,VG,GIA,4178
2230,1.02,Good,I,SI1,EX,VG,GIA,4105
2231,1.04,Ideal,H,VS2,EX,VG,GIA,5654
2232,1.0,Very Good,G,SI1,VG,VG,GIA,4991
2233,1.34,Ideal,E,VVS2,EX,EX,GIA,14593
2234,1.01,Very Good,E,VS2,VG,VG,GIA,7188
2235,1.04,Ideal,F,VVS2,VG,EX,GIA,9351
2236,1.0,Very Good,F,SI1,EX,VG,GIA,4826
2237,2.13,Ideal,H,SI1,ID,ID,AGSL,20041
2238,2.08,Good,G,VS1,EX,VG,GIA,25938
2239,0.79,Good,F,SI1,VG,G,GIA,2800
2240,1.0,Good,E,VS1,VG,G,GIA,7131
2241,0.77,Ideal,H,SI1,EX,EX,GIA,2781
2242,0.91,Very Good,G,VS2,G,VG,GIA,4392
2243,2.01,Very Good,E,VS1,VG,VG,GIA,32783
2244,1.1,Very Good,H,VS1,G,G,GIA,6091
2245,1.72,Ideal,G,VVS2,EX,EX,GIA,19693
2246,2.08,Very Good,G,VS2,EX,EX,AGSL,24345
2247,1.06,Very Good,G,VS2,VG,VG,GIA,7094
2248,1.03,Very Good,D,VVS2,VG,VG,GIA,10988
2249,1.51,Very Good,F,VS1,VG,VG,GIA,14976
2250,1.22,Very Good,I,VS1,G,EX,GIA,5966
2251,1.7,Fair,H,VS2,VG,EX,GIA,11038
2252,1.04,Ideal,E,SI1,EX,EX,GIA,6035
2253,0.78,Very Good,F,SI1,VG,VG,GIA,3045
2254,0.77,Signature-Ideal,I,SI1,EX,EX,GIA,2946
2255,1.01,Very Good,F,VS2,EX,EX,GIA,6649
2256,1.0,Very Good,D,VVS2,EX,VG,GIA,10477
2257,0.86,Very Good,E,VS2,EX,EX,GIA,4665
2258,2.5,Very Good,G,VVS2,EX,VG,GIA,34943
2259,1.0,Good,D,VVS2,G,G,GIA,8374
2260,0.82,Very Good,G,IF,ID,EX,AGSL,4844
2261,2.19,Very Good,E,VS2,EX,VG,GIA,31796
2262,2.01,Very Good,I,VS2,VG,VG,GIA,17570
2263,0.91,Signature-Ideal,D,VVS2,ID,ID,AGSL,9182
2264,2.39,Ideal,G,IF,EX,EX,GIA,38072
2265,1.01,Good,G,SI1,EX,EX,GIA,5277
2266,1.0,Very Good,G,VS2,G,G,GIA,6094
2267,0.91,Very Good,E,SI1,VG,G,GIA,4250
2268,1.12,Good,H,SI1,VG,G,GIA,5138
2269,1.32,Ideal,G,VVS1,EX,EX,GIA,12046
2270,1.51,Very Good,I,SI1,VG,VG,GIA,7996
2271,2.28,Ideal,I,VVS2,EX,VG,GIA,25098
2272,1.28,Ideal,E,VVS1,EX,EX,GIA,16269
2273,1.26,Very Good,G,VS2,VG,VG,GIA,8040
2274,1.06,Ideal,G,IF,ID,ID,AGSL,9302
2275,2.0,Good,H,SI1,G,G,GIA,17447
